word	zipf	freq
ich	6.00	5890279
sie	6.00	3806767
das	6.00	3122198
ist	6.00	3025610
du	6.00	2947020
nicht	6.00	2756783
die	6.00	2484854
es	6.00	2303025
und	6.00	2289891
der	6.00	1726001
wir	6.00	1721620
was	6.00	1696010
zu	6.00	1424706
er	6.00	1352161
ein	6.00	1315301
in	6.00	1231372
ja	6.00	1054114
mir	6.00	1019451
mit	6.00	1014541
wie	6.00	928920
den	6.00	920646
mich	6.00	893076
auf	6.00	881418
dass	6.00	879520
aber	6.00	854492
eine	6.00	839485
so	6.00	813903
hat	6.00	799017
hier	6.00	754243
haben	6.00	742327
für	6.00	735252
sind	6.00	727078
war	6.00	712337
von	6.00	706490
wenn	6.00	694462
dich	6.00	688780
ihr	6.00	655351
nein	6.00	641479
habe	6.00	636175
an	6.00	627600
bin	6.00	576589
noch	6.00	572486
nur	6.00	564245
da	6.00	564244
dir	6.00	554802
sich	6.00	533395
einen	6.00	532402
uns	6.00	523604
hast	6.00	511491
dem	6.00	465044
kann	6.00	461755
gut	6.00	452726
auch	6.00	449250
schon	6.00	442343
als	6.00	440490
sein	6.00	440142
mal	6.00	435631
jetzt	6.00	435411
ihn	6.00	435147
dann	6.00	429424
aus	6.00	425184
meine	6.00	420280
um	6.00	417759
im	6.00	403737
wird	6.00	394216
mein	6.00	384765
bist	6.00	381498
doch	6.00	381456
alles	6.00	366575
weiß	6.00	357869
keine	6.00	349315
oder	6.00	341214
nach	6.00	326208
s	6.00	309957
nichts	6.00	308672
man	6.00	300922
muss	6.00	295567
werden	6.00	294676
will	6.00	293445
ihnen	6.00	292370
geht	6.00	290919
wo	6.00	288363
etwas	6.00	286968
oh	6.00	284455
mehr	6.00	281301
bei	6.00	277087
also	6.00	276548
bitte	6.00	261548
immer	6.00	260238
hab	6.00	252697
warum	6.00	251177
vor	6.00	247840
los	6.00	242543
können	6.00	240905
wieder	6.00	240508
sagen	6.00	236702
machen	6.00	228412
danke	6.00	227937
sehr	6.00	226425
alle	6.00	224850
denn	6.00	224543
mann	6.00	222707
tun	6.00	219102
ihm	6.00	217025
zum	6.00	216201
gehen	6.00	213952
sehen	6.00	212948
vielleicht	6.00	212216
einem	6.00	210889
wer	6.00	210823
ihre	6.00	208915
diese	6.00	208607
euch	6.00	206931
einer	6.00	202097
komm	6.00	201117
über	6.00	196855
gibt	6.00	196771
okay	6.00	196683
wissen	6.00	192456
deine	6.00	191923
müssen	6.00	191257
soll	6.00	191100
werde	6.00	187290
nie	6.00	185925
wirklich	6.00	185166
hey	6.00	185011
kein	6.00	177553
viel	6.00	176767
weg	6.00	175124
würde	6.00	175047
tut	6.00	172752
am	6.00	170913
des	6.00	169182
einfach	6.00	168892
leben	6.00	167721
hatte	6.00	162793
zeit	6.00	160393
weil	6.00	159743
willst	6.00	159106
kommen	6.00	156754
dein	6.00	155913
heute	6.00	154162
kommt	6.00	153845
wollen	6.00	152595
damit	6.00	150635
ganz	5.99	149683
wäre	5.99	149557
wollte	5.99	148643
weißt	5.99	147614
ok	5.99	147191
sicher	5.98	145360
gesagt	5.98	144870
frau	5.98	143725
nun	5.98	143552
bis	5.97	142166
wurde	5.97	141236
leid	5.97	140641
na	5.97	140395
kannst	5.96	136795
macht	5.95	134768
dieser	5.95	134205
zurück	5.94	133326
lassen	5.94	131393
hallo	5.93	128561
meinen	5.93	128288
gott	5.92	127498
seine	5.92	126038
hätte	5.92	125345
zwei	5.91	122625
könnte	5.89	117870
genau	5.89	117667
waren	5.89	117474
zur	5.88	115474
lass	5.88	115316
klar	5.87	113688
morgen	5.87	112042
leute	5.86	109956
vater	5.86	109048
schön	5.85	106669
glaube	5.84	105941
mr.	5.84	105640
ab	5.84	104853
gerade	5.84	104130
tag	5.83	103559
gesehen	5.83	103106
reden	5.83	101992
wohl	5.82	100488
liebe	5.82	99301
sollte	5.81	98826
sagte	5.81	98657
unsere	5.81	98478
jemand	5.81	98283
geld	5.81	98052
durch	5.81	97587
ob	5.81	97001
keinen	5.80	96394
mutter	5.80	95349
raus	5.80	95012
gemacht	5.79	94261
paar	5.79	93818
mach	5.79	93345
passiert	5.79	93021
dachte	5.79	92867
besser	5.79	92556
musst	5.78	92429
wieso	5.78	92191
sir	5.78	92012
dieses	5.78	91148
selbst	5.77	90135
gehört	5.77	89459
möchte	5.77	89068
ohne	5.77	88934
hör	5.77	88336
her	5.76	87571
sag	5.76	87203
meiner	5.75	86264
anderen	5.75	86205
helfen	5.75	85664
nacht	5.75	85102
finden	5.74	83987
diesen	5.74	83932
gute	5.74	83835
wirst	5.74	83791
lange	5.74	82872
natürlich	5.74	82710
ach	5.73	82252
meinem	5.73	82233
gar	5.73	82082
ins	5.72	80529
sei	5.72	80433
dort	5.72	79951
weiter	5.72	79598
geben	5.72	78926
seit	5.71	78517
gleich	5.71	78080
sagt	5.71	78008
recht	5.71	77861
ihren	5.70	76796
richtig	5.70	76789
ordnung	5.70	76635
vom	5.70	76597
hören	5.70	76109
sieht	5.70	75968
davon	5.70	75947
dafür	5.70	75302
geh	5.69	74468
diesem	5.69	74234
wegen	5.69	74062
hause	5.68	73059
sollten	5.68	72777
mädchen	5.68	72685
hin	5.68	72272
sollen	5.67	71445
abend	5.67	71375
haus	5.67	70976
denke	5.67	70824
viele	5.67	70545
drei	5.66	69824
deinen	5.66	69621
freund	5.66	69586
guten	5.66	68866
unser	5.66	68722
warte	5.65	68407
machst	5.65	67926
menschen	5.65	67631
essen	5.65	67594
angst	5.65	67249
bleiben	5.65	67238
zusammen	5.64	66885
welt	5.64	66821
unter	5.64	66173
habt	5.64	66045
schnell	5.64	66011
andere	5.63	65229
tot	5.63	64995
getan	5.63	64404
darf	5.63	64161
erst	5.63	64092
rein	5.63	64028
stimmt	5.62	63896
nehmen	5.62	63773
kinder	5.62	63716
eines	5.62	63710
glauben	5.62	63577
bringen	5.62	63285
ganze	5.61	62461
genug	5.61	62381
scheiße	5.61	61982
brauchen	5.61	61791
gegen	5.61	61438
moment	5.61	61265
junge	5.60	60843
steht	5.60	60832
sonst	5.60	60478
musik	5.59	59500
arbeit	5.59	59309
seid	5.59	58799
ihrer	5.59	58510
fragen	5.59	58352
herr	5.58	58200
dabei	5.58	57923
heißt	5.58	57306
familie	5.58	57288
warten	5.57	56911
niemand	5.57	56907
sofort	5.57	56605
bevor	5.57	56210
jahre	5.57	56075
einmal	5.56	55398
problem	5.56	54783
sohn	5.55	54396
wann	5.55	54105
brauche	5.55	53799
fertig	5.55	53738
halt	5.55	53723
allein	5.55	53720
beim	5.55	53673
sprechen	5.55	53232
beide	5.54	53120
gefunden	5.54	53083
hatten	5.54	53008
sache	5.54	52830
hilfe	5.54	52679
verdammt	5.54	52499
ne	5.54	52438
jeder	5.54	52254
warst	5.54	52211
gern	5.54	52147
konnte	5.53	51818
darüber	5.53	51711
halten	5.53	51690
siehst	5.53	51444
verstehe	5.53	51294
jahren	5.53	51158
kam	5.53	51041
kind	5.53	50922
wusste	5.53	50878
wahr	5.52	50700
seinen	5.52	50311
dazu	5.52	50144
bruder	5.52	50137
daran	5.52	50081
ihrem	5.52	50046
denken	5.52	49912
könnten	5.52	49708
dank	5.51	49155
würden	5.51	49143
lieber	5.51	49123
fall	5.51	49042
deiner	5.51	48756
sehe	5.50	48293
egal	5.50	48287
kennen	5.50	48114
deinem	5.50	48010
vergessen	5.50	47889
frage	5.50	47512
mache	5.50	47510
komme	5.49	47282
sage	5.49	47197
mag	5.49	47150
sieh	5.49	47133
echt	5.49	46884
gib	5.49	46863
eigentlich	5.49	46744
jeden	5.49	46594
dad	5.49	46472
gab	5.48	46178
uhr	5.48	46117
stadt	5.48	45812
männer	5.48	45451
baby	5.48	45434
fahren	5.47	45060
namen	5.47	44998
bekommen	5.47	44852
kopf	5.47	44851
hi	5.47	44653
gehe	5.47	44502
kleine	5.47	44338
später	5.47	44320
glück	5.47	44295
letzte	5.46	44246
freunde	5.46	43913
n	5.46	43890
all	5.46	43808
darauf	5.45	43236
ende	5.45	43216
dr.	5.45	42899
bald	5.45	42834
töten	5.45	42735
dinge	5.45	42560
meinst	5.45	42522
toll	5.45	42438
eins	5.44	42157
minuten	5.44	42139
vielen	5.44	42047
bereit	5.44	41925
weit	5.44	41558
ahnung	5.44	41525
seiner	5.44	41478
bisschen	5.44	41471
tür	5.44	41457
auto	5.44	41372
jungs	5.43	40783
eure	5.43	40647
augen	5.43	40593
polizei	5.43	40572
stehen	5.43	40469
sterben	5.42	40334
hätten	5.42	40190
draußen	5.42	40075
kenne	5.42	39750
fast	5.42	39542
runter	5.41	39290
vorbei	5.41	38763
treffen	5.41	38758
gerne	5.41	38739
dran	5.41	38593
wurden	5.41	38564
arbeiten	5.40	38510
mom	5.40	38250
verrückt	5.40	38126
neue	5.40	38119
ging	5.40	38051
hinter	5.40	37964
sorgen	5.40	37844
einzige	5.40	37724
jemanden	5.39	37451
darum	5.39	37424
tochter	5.39	37375
braucht	5.39	37187
idee	5.39	37181
schwester	5.39	37032
drin	5.39	36941
ruhig	5.39	36940
sah	5.39	36936
ganzen	5.39	36929
spät	5.39	36834
ziemlich	5.39	36820
solltest	5.38	36770
name	5.38	36668
sogar	5.38	36650
kurz	5.38	36629
kerl	5.38	36512
frauen	5.38	36457
liegt	5.38	36313
suchen	5.38	36294
finde	5.38	36286
je	5.38	36205
woher	5.38	36061
lang	5.38	36029
job	5.38	35995
keiner	5.37	35951
seinem	5.37	35907
hört	5.37	35796
verstehen	5.37	35693
spielen	5.37	35600
s.	5.37	35596
überhaupt	5.37	35566
teufel	5.37	35421
verstanden	5.37	35353
verloren	5.37	35282
große	5.37	35255
hand	5.37	35247
grund	5.37	35243
jahr	5.36	35092
kommst	5.36	34951
mama	5.36	34883
ruhe	5.36	34794
gewesen	5.36	34766
tod	5.36	34408
stunden	5.35	34244
hoffe	5.35	34207
denkst	5.35	34170
oben	5.35	34115
gestern	5.35	34095
versuchen	5.35	34093
art	5.35	34062
letzten	5.35	34029
schatz	5.35	34026
endlich	5.35	33924
he	5.35	33922
nimm	5.35	33866
etwa	5.35	33845
erzählt	5.35	33821
läuft	5.35	33798
schwer	5.35	33640
anders	5.34	33554
miss	5.34	33536
musste	5.34	33428
fünf	5.34	33424
wasser	5.34	33387
lässt	5.34	33377
erste	5.34	33254
versucht	5.34	33190
gekommen	5.34	33073
geschichte	5.34	33070
wenig	5.34	33015
holen	5.34	32820
bedeutet	5.33	32688
nett	5.33	32685
wahrheit	5.33	32627
woche	5.33	32543
bringt	5.33	32528
deshalb	5.33	32451
welche	5.33	32349
bestimmt	5.33	32232
hoch	5.33	32147
alter	5.33	32101
sagst	5.32	32048
schau	5.32	32038
ah	5.32	31832
land	5.32	31728
zimmer	5.32	31727
wagen	5.32	31434
vier	5.32	31390
gefallen	5.32	31368
spaß	5.32	31361
niemals	5.31	31303
schuld	5.31	31228
getötet	5.31	31223
wollten	5.31	31158
verlassen	5.31	31021
zeigen	5.31	30869
beste	5.31	30671
ernst	5.31	30649
unserer	5.31	30644
denen	5.30	30608
ort	5.30	30562
bleibt	5.30	30520
würdest	5.30	30516
manchmal	5.30	30500
glaubst	5.30	30407
seite	5.30	30345
lasst	5.30	30331
zwischen	5.30	30326
eben	5.30	30288
während	5.30	30284
spiel	5.30	30057
nehme	5.30	30019
ersten	5.30	29956
guter	5.30	29956
chance	5.29	29888
freundin	5.29	29850
krieg	5.29	29815
gefällt	5.29	29665
kleinen	5.29	29378
erzählen	5.29	29301
anderes	5.28	29170
tage	5.28	29111
entschuldigen	5.28	29089
wichtig	5.28	29007
gehst	5.28	28954
allen	5.28	28945
bett	5.28	28931
mrs.	5.28	28822
sachen	5.28	28679
the	5.28	28674
schlecht	5.27	28460
schule	5.27	28409
entschuldigung	5.27	28406
wort	5.27	28327
john	5.27	28291
hättest	5.27	28253
wären	5.27	28193
typ	5.27	27983
schlafen	5.27	27946
äh	5.26	27883
tu	5.26	27733
euer	5.26	27634
captain	5.26	27491
gesicht	5.26	27489
falls	5.26	27447
neuen	5.26	27364
bloß	5.25	27288
unten	5.25	27259
teil	5.25	27243
beiden	5.25	27228
mensch	5.25	27093
kleiner	5.25	27048
stellen	5.25	26821
oft	5.25	26820
sorge	5.25	26812
gedacht	5.25	26691
tust	5.24	26635
trinken	5.24	26484
einige	5.24	26477
dies	5.24	26436
ding	5.24	26389
unseren	5.24	26378
kriegen	5.24	26366
blut	5.24	26293
ehrlich	5.24	26290
eltern	5.24	26221
scheint	5.23	26026
herz	5.23	26008
jack	5.23	25967
glücklich	5.23	25915
alte	5.23	25827
alt	5.23	25682
bleib	5.23	25656
wiedersehen	5.23	25645
frei	5.23	25635
wen	5.23	25569
drauf	5.23	25564
möglich	5.22	25388
irgendwie	5.22	25378
reicht	5.22	25343
fest	5.22	25199
besten	5.22	25164
waffe	5.22	25140
kaum	5.22	25058
irgendwas	5.22	24950
klingt	5.22	24910
platz	5.21	24820
brauchst	5.21	24773
rede	5.21	24754
papa	5.21	24707
falsch	5.21	24701
sondern	5.21	24687
alten	5.21	24660
nummer	5.21	24641
früher	5.21	24599
jungen	5.21	24498
wohin	5.21	24373
außer	5.20	24306
früh	5.20	24189
setzen	5.20	24061
zuerst	5.20	24005
wahrscheinlich	5.20	23968
dürfen	5.20	23930
jede	5.20	23900
arsch	5.20	23823
telefon	5.19	23581
tue	5.19	23560
kennst	5.19	23541
willkommen	5.19	23375
plan	5.19	23291
großen	5.19	23269
retten	5.19	23258
hierher	5.19	23229
wär	5.18	23099
bring	5.18	23068
fehler	5.18	22947
wollt	5.18	22936
dollar	5.18	22913
zehn	5.18	22855
allem	5.18	22790
pass	5.18	22790
nächste	5.18	22714
stunde	5.17	22665
hände	5.17	22645
gegeben	5.17	22620
menge	5.17	22618
langsam	5.17	22581
bereits	5.17	22535
wartet	5.17	22512
sechs	5.17	22454
lieben	5.17	22407
meines	5.17	22280
büro	5.17	22253
nächsten	5.17	22247
gebe	5.17	22215
wochen	5.16	22080
ruf	5.16	21947
schaffen	5.16	21929
leider	5.16	21867
scheiß	5.16	21719
hölle	5.15	21656
trotzdem	5.15	21476
doktor	5.15	21392
tja	5.15	21330
new	5.15	21321
voll	5.15	21320
film	5.15	21254
überall	5.14	21161
hund	5.14	21146
geworden	5.14	21015
direkt	5.14	21011
wolltest	5.14	20973
tat	5.14	20923
denkt	5.14	20863
schiff	5.14	20825
neues	5.14	20814
wem	5.14	20802
könig	5.14	20785
danach	5.13	20649
funktioniert	5.13	20608
hattest	5.13	20582
lernen	5.13	20579
deswegen	5.13	20564
wow	5.13	20470
nennen	5.13	20467
hm	5.13	20416
feuer	5.13	20404
laufen	5.13	20390
alleine	5.13	20359
erinnern	5.13	20326
völlig	5.13	20317
kleines	5.13	20305
könnt	5.13	20255
stelle	5.12	20224
kumpel	5.12	20189
verlieren	5.12	20125
probleme	5.12	20116
spricht	5.12	20030
kaffee	5.12	19999
luft	5.12	19958
fand	5.12	19911
i	5.11	19718
entschuldige	5.11	19709
ziehen	5.11	19643
verschwinden	5.11	19631
könntest	5.11	19588
seht	5.11	19586
aufhören	5.11	19532
eigenen	5.11	19530
richtige	5.11	19499
unserem	5.11	19459
suche	5.11	19440
zwar	5.11	19381
groß	5.11	19362
hol	5.11	19339
buch	5.10	19306
krank	5.10	19265
fühle	5.10	19176
jedes	5.10	19154
verstehst	5.10	19139
wert	5.10	19128
arzt	5.10	19080
froh	5.10	19077
versuche	5.10	18964
straße	5.10	18963
rufen	5.10	18953
heiraten	5.10	18905
super	5.09	18808
sam	5.09	18717
lebt	5.09	18642
gutes	5.09	18638
lasse	5.09	18636
onkel	5.09	18581
total	5.09	18569
gebracht	5.09	18552
party	5.09	18531
erklären	5.09	18526
spielt	5.09	18526
wahl	5.09	18477
vertrauen	5.09	18459
damals	5.08	18434
tagen	5.08	18366
leicht	5.08	18358
nachdem	5.08	18300
gegangen	5.08	18296
gefühl	5.08	18285
kaufen	5.08	18278
geschafft	5.08	18271
typen	5.08	18217
interessiert	5.08	18211
möchten	5.08	18138
halte	5.08	18121
hält	5.08	18118
glaub	5.08	18114
irgendwo	5.08	18104
stück	5.08	18090
genauso	5.08	18069
kennt	5.07	17994
genommen	5.07	17993
zukunft	5.07	17963
weniger	5.07	17950
cool	5.07	17909
licht	5.07	17780
getroffen	5.07	17775
himmel	5.07	17755
nachricht	5.07	17710
drüben	5.07	17704
passt	5.07	17667
sagten	5.07	17649
kümmern	5.06	17618
laut	5.06	17612
vergiss	5.06	17602
angerufen	5.06	17582
sitzen	5.06	17556
daß	5.06	17517
erde	5.06	17474
großer	5.06	17433
schlüssel	5.06	17425
rest	5.06	17407
passieren	5.06	17383
eher	5.06	17329
gefragt	5.06	17247
gefängnis	5.05	17175
opfer	5.05	17150
körper	5.05	17147
solche	5.05	17138
mist	5.05	17132
mr	5.05	17083
findet	5.05	17000
schreiben	5.05	16942
böse	5.05	16940
gesprochen	5.05	16898
versuch	5.05	16884
vorstellen	5.04	16820
wovon	5.04	16791
sobald	5.04	16778
nochmal	5.04	16749
herren	5.04	16748
sex	5.04	16739
waffen	5.04	16732
wohnung	5.04	16722
weh	5.04	16694
heißen	5.04	16650
krankenhaus	5.04	16645
bringe	5.04	16621
höre	5.04	16609
millionen	5.04	16605
klasse	5.04	16595
hart	5.04	16572
worden	5.04	16568
sinn	5.04	16557
außerdem	5.04	16556
verletzt	5.04	16552
ändern	5.04	16487
erfahren	5.04	16462
tragen	5.03	16425
wenigstens	5.03	16418
vorsichtig	5.03	16349
daddy	5.03	16329
stolz	5.03	16247
stark	5.03	16208
fällt	5.03	16206
möchtest	5.03	16205
leuten	5.03	16172
besonders	5.03	16170
schöne	5.03	16144
schicken	5.03	16123
person	5.03	16074
schätze	5.02	16063
solange	5.02	16060
länger	5.02	15996
großartig	5.02	15979
lacht	5.02	15975
anrufen	5.02	15965
stand	5.02	15933
redest	5.02	15893
fühlen	5.02	15884
erwartet	5.02	15879
boden	5.02	15878
boss	5.02	15863
stimme	5.02	15843
glaubt	5.02	15840
still	5.02	15835
sicherheit	5.02	15829
setz	5.02	15786
ma	5.02	15762
mund	5.02	15761
kämpfen	5.01	15639
wisst	5.01	15636
lachen	5.01	15635
hörst	5.01	15623
zeug	5.01	15621
lustig	5.01	15572
umbringen	5.01	15552
sollst	5.01	15551
hasse	5.01	15536
schlimm	5.01	15521
o	5.01	15521
unglaublich	5.01	15444
wärst	5.01	15430
laden	5.01	15400
führen	5.01	15362
gestorben	5.01	15359
schauen	5.01	15350
meinung	5.00	15337
lesen	5.00	15312
mörder	5.00	15310
frank	5.00	15303
ähm	5.00	15268
geschehen	5.00	15259
geschäft	5.00	15254
idiot	5.00	15243
verzeihung	5.00	15194
fliegen	5.00	15169
zeig	5.00	15162
team	5.00	15159
general	5.00	15146
mike	5.00	15058
aufs	5.00	15026
york	5.00	15009
vorher	5.00	15005
schluss	5.00	15005
schneller	4.99	14990
liebt	4.99	14978
verdient	4.99	14961
mögen	4.99	14944
meisten	4.99	14891
denk	4.99	14888
umgebracht	4.99	14878
perfekt	4.99	14848
versprochen	4.99	14822
handy	4.99	14818
hinten	4.99	14804
monate	4.99	14786
erinnere	4.99	14769
acht	4.99	14757
arbeitet	4.99	14747
fallen	4.99	14704
rufe	4.99	14701
nötig	4.99	14694
a	4.99	14676
mord	4.99	14671
heraus	4.98	14613
tages	4.98	14578
unmöglich	4.98	14555
liebling	4.98	14521
charlie	4.98	14515
tatsächlich	4.98	14483
folgen	4.98	14452
bitten	4.98	14438
behalten	4.98	14372
nähe	4.98	14368
arbeite	4.98	14361
joe	4.98	14326
verdammte	4.98	14325
plötzlich	4.97	14269
lebens	4.97	14235
hole	4.97	14206
tisch	4.97	14201
michael	4.97	14165
hörte	4.97	14154
jemals	4.97	14154
liegen	4.97	14099
verkaufen	4.97	14061
gefährlich	4.97	14049
anfangen	4.97	14033
bekommt	4.97	14023
machte	4.96	13967
ha	4.96	13954
hotel	4.96	13914
hilft	4.96	13897
werdet	4.96	13891
meister	4.96	13869
kampf	4.96	13849
antwort	4.96	13848
konnten	4.96	13846
geschickt	4.96	13831
jedem	4.96	13818
obwohl	4.96	13796
sieben	4.96	13791
komisch	4.96	13783
gewinnen	4.96	13778
ihres	4.96	13762
bezahlt	4.96	13728
you	4.96	13710
voller	4.96	13701
unterwegs	4.96	13693
dumm	4.96	13687
ärger	4.96	13682
bild	4.96	13679
george	4.95	13673
neu	4.95	13659
bezahlen	4.95	13651
dagegen	4.95	13607
seien	4.95	13594
starb	4.95	13560
tom	4.95	13560
monaten	4.95	13557
leiche	4.95	13500
niemanden	4.95	13495
auge	4.95	13475
arschloch	4.95	13441
verheiratet	4.95	13411
peter	4.95	13405
zieh	4.95	13387
nimmt	4.95	13374
gerettet	4.94	13362
agent	4.94	13322
traum	4.94	13300
entscheidung	4.94	13275
schlimmer	4.94	13255
regeln	4.94	13246
fenster	4.94	13233
fangen	4.94	13232
fort	4.94	13175
ständig	4.94	13119
findest	4.94	13083
gefahr	4.94	13071
absolut	4.93	13045
mary	4.93	13042
augenblick	4.93	13032
bescheid	4.93	13023
rum	4.93	12996
gedanken	4.93	12995
werd	4.93	12947
ziel	4.93	12939
benutzt	4.93	12902
bewegung	4.93	12855
jemandem	4.93	12815
wünschte	4.93	12812
worte	4.93	12811
kamen	4.93	12804
welcher	4.93	12787
zahlen	4.93	12786
anfang	4.93	12784
legen	4.93	12779
erinnerst	4.92	12746
anwalt	4.92	12728
fahr	4.92	12721
sitzt	4.92	12675
hilf	4.92	12662
offen	4.92	12623
schönen	4.92	12585
monsieur	4.92	12579
müsste	4.92	12576
arme	4.92	12576
bier	4.92	12543
fürs	4.92	12485
partner	4.92	12484
klein	4.91	12473
david	4.91	12453
klappe	4.91	12451
süß	4.91	12416
herum	4.91	12404
finger	4.91	12399
ehe	4.91	12381
rolle	4.91	12375
ließ	4.91	12333
gleiche	4.91	12325
monat	4.91	12325
hochzeit	4.91	12310
max	4.91	12310
führt	4.91	12305
paris	4.91	12301
wach	4.91	12280
wozu	4.91	12270
arm	4.91	12247
geschrieben	4.91	12221
chef	4.91	12195
benutzen	4.91	12191
informationen	4.90	12168
erledigt	4.90	12166
hoffentlich	4.90	12163
müsst	4.90	12162
fühlt	4.90	12151
tanzen	4.90	12149
ansehen	4.90	12148
darfst	4.90	12146
zuhause	4.90	12137
wunderbar	4.90	12104
hältst	4.90	12043
reise	4.90	12030
gewonnen	4.90	12026
dame	4.90	12010
irgendwann	4.90	11991
chffffff	4.90	11990
alex	4.90	11988
steckt	4.90	11978
jedenfalls	4.90	11973
schreit	4.90	11962
tolle	4.90	11960
rüber	4.90	11953
tschüss	4.90	11927
nennt	4.90	11927
raum	4.89	11906
heiß	4.89	11903
foto	4.89	11901
kalt	4.89	11893
paul	4.89	11876
irgendetwas	4.89	11872
weile	4.89	11866
bisher	4.89	11864
minute	4.89	11833
unbedingt	4.89	11830
zug	4.89	11819
sekunden	4.89	11789
wofür	4.89	11771
erzähl	4.89	11759
nen	4.89	11732
beweise	4.89	11714
nahm	4.89	11707
aller	4.89	11704
freut	4.89	11693
seele	4.88	11638
schießen	4.88	11613
müde	4.88	11612
dauert	4.88	11606
magst	4.88	11603
harry	4.88	11596
brief	4.88	11573
gelernt	4.88	11562
sucht	4.88	11523
bekannt	4.88	11523
weitere	4.88	11505
unfall	4.88	11449
dahin	4.88	11442
kontrolle	4.88	11436
beispiel	4.88	11436
lady	4.88	11422
dasselbe	4.88	11414
herzen	4.88	11392
schlagen	4.88	11391
wütend	4.88	11387
weise	4.88	11381
damen	4.87	11371
darin	4.87	11359
gottes	4.87	11340
holt	4.87	11336
fehlt	4.87	11325
vorsicht	4.87	11286
heiße	4.87	11271
beweisen	4.87	11270
gehabt	4.87	11266
zumindest	4.87	11261
vermisst	4.87	11248
hübsch	4.87	11244
kriegt	4.87	11231
verbindung	4.87	11226
tief	4.87	11225
richtung	4.87	11223
lage	4.87	11222
sowieso	4.87	11215
kraft	4.87	11202
normal	4.87	11201
lauf	4.87	11188
ehre	4.87	11187
stell	4.87	11179
geschenk	4.87	11166
bar	4.87	11161
tasche	4.87	11149
gelesen	4.87	11141
gekauft	4.87	11123
wussten	4.87	11118
gestohlen	4.86	11108
hunger	4.86	11083
leg	4.86	11081
lügen	4.86	11069
beziehung	4.86	11054
ben	4.86	11045
verschwunden	4.86	11033
steh	4.86	10978
nächstes	4.86	10971
gearbeitet	4.86	10961
preis	4.86	10954
witz	4.86	10935
meinte	4.86	10934
liste	4.86	10890
geist	4.86	10882
neben	4.86	10880
gesucht	4.86	10874
firma	4.86	10871
süße	4.86	10869
rücken	4.85	10852
schrecklich	4.85	10850
letzter	4.85	10837
verliebt	4.85	10825
öffnen	4.85	10809
redet	4.85	10804
boot	4.85	10787
seltsam	4.85	10778
versteckt	4.85	10773
fürchte	4.85	10771
verschwinde	4.85	10769
erwischt	4.85	10767
verkauft	4.85	10764
tante	4.85	10757
erwarten	4.85	10755
pferd	4.85	10723
wunder	4.85	10720
sauer	4.85	10704
vermutlich	4.85	10690
näher	4.85	10689
major	4.85	10686
jung	4.85	10671
majestät	4.85	10660
aussehen	4.85	10647
ans	4.85	10646
de	4.85	10624
and	4.85	10618
links	4.84	10601
großes	4.84	10593
welches	4.84	10579
beschützen	4.84	10577
geboren	4.84	10558
erreichen	4.84	10556
punkt	4.84	10553
kindern	4.84	10540
kirche	4.84	10507
verraten	4.84	10465
selber	4.84	10450
befehl	4.84	10449
colonel	4.84	10446
fährt	4.84	10441
zieht	4.84	10418
geburtstag	4.84	10417
haut	4.84	10413
wette	4.84	10412
reich	4.84	10412
sekunde	4.84	10410
fahre	4.84	10409
schwöre	4.84	10398
geredet	4.84	10392
james	4.84	10388
madame	4.84	10377
eigene	4.83	10375
zeiten	4.83	10374
traurig	4.83	10364
anruf	4.83	10355
nachrichten	4.83	10341
frieden	4.83	10335
karte	4.83	10309
güte	4.83	10288
euren	4.83	10288
diesmal	4.83	10282
schade	4.83	10280
persönlich	4.83	10269
kriege	4.83	10237
stirbt	4.83	10218
bleibe	4.83	10159
verändert	4.83	10158
sonne	4.83	10157
lieb	4.83	10154
nämlich	4.83	10147
letztes	4.83	10140
bekam	4.82	10138
ruft	4.82	10127
professor	4.82	10089
gericht	4.82	10088
nase	4.82	10079
ewig	4.82	10062
singen	4.82	10060
bank	4.82	10059
beschäftigt	4.82	10058
computer	4.82	10052
yeah	4.82	10043
toten	4.82	10039
weihnachten	4.82	10033
offensichtlich	4.82	9998
naja	4.82	9996
henry	4.82	9995
gefühle	4.82	9980
fuß	4.82	9974
show	4.82	9970
überraschung	4.82	9952
geheimnis	4.82	9948
fbi	4.82	9947
kontakt	4.81	9905
gold	4.81	9897
drogen	4.81	9889
regierung	4.81	9883
wein	4.81	9882
kriegst	4.81	9878
ermordet	4.81	9850
fotos	4.81	9850
entfernt	4.81	9841
geschlafen	4.81	9823
manche	4.81	9800
erledigen	4.81	9796
ran	4.81	9783
gegenüber	4.81	9781
schlaf	4.81	9777
lust	4.81	9773
wunderschön	4.81	9769
witzig	4.81	9766
nick	4.81	9757
zerstört	4.81	9755
übrigens	4.81	9753
willen	4.81	9752
heim	4.81	9704
richtigen	4.81	9700
deines	4.80	9680
namens	4.80	9665
zeigt	4.80	9663
geliebt	4.80	9662
gehören	4.80	9662
brachte	4.80	9647
herrn	4.80	9640
blick	4.80	9627
besuch	4.80	9624
schlechte	4.80	9581
bewegen	4.80	9579
haare	4.80	9576
antworten	4.80	9575
präsident	4.80	9569
sagtest	4.80	9558
hoffnung	4.80	9525
stecken	4.80	9516
lebe	4.80	9514
rechts	4.80	9509
interessant	4.80	9500
entscheiden	4.80	9490
miteinander	4.80	9474
meint	4.80	9471
liebst	4.80	9465
